date,channel,campaign,spend,impressions,clicks,conversions
2025-06-20,meta_ads,lookalike_broad,170.52,3585,239,5
2025-06-20,meta_ads,video_awareness,86.34,1824,114,1
2025-06-20,meta_ads,lead_gen_form,209.59,2325,155,3
2025-06-20,linkedin,saas_founders,61.15,390,10,0
2025-06-20,organic,organic_traffic,0.0,1173,135,11
2025-06-20,email,reactivation,11.95,1925,55,3
2025-06-20,email,weekly_newsletter,9.02,1015,35,2
2025-06-20,email,product_update,19.17,4256,152,8
2025-06-21,google_ads,retargeting_display,38.61,1026,38,0
2025-06-21,google_ads,shopping_feed,98.43,1680,56,2
2025-06-21,meta_ads,lookalike_broad,74.41,2331,111,4
2025-06-21,meta_ads,retargeting_web,32.94,494,26,0
2025-06-21,meta_ads,video_awareness,51.35,756,28,1
2025-06-21,meta_ads,lead_gen_form,66.3,1740,58,0
2025-06-21,linkedin,saas_founders,20.13,81,3,0
2025-06-21,organic,organic_traffic,0.0,1633,587,6
2025-06-21,email,welcome_drip,6.33,697,41,2
2025-06-21,email,weekly_newsletter,3.6,780,26,0
2025-06-21,email,product_update,5.47,987,47,3
2025-06-22,google_ads,brand_search,74.99,1320,44,1
2025-06-22,google_ads,competitor_kw,64.33,1008,36,1
2025-06-22,google_ads,retargeting_display,102.53,3317,107,4
2025-06-22,meta_ads,lead_gen_form,56.36,1887,51,0
2025-06-22,linkedin,decision_makers,35.07,196,7,0
2025-06-22,linkedin,enterprise_it,30.03,132,4,0
2025-06-22,organic,organic_traffic,0.0,2816,765,16
2025-06-22,email,reactivation,6.12,920,46,1
2025-06-22,email,product_update,7.75,1764,49,2
2025-06-23,google_ads,brand_search,260.67,9588,282,10
2025-06-23,google_ads,competitor_kw,139.57,2160,60,2
2025-06-23,google_ads,retargeting_display,111.99,2046,62,2
2025-06-23,meta_ads,lookalike_broad,85.88,4774,154,2
2025-06-23,meta_ads,retargeting_web,86.31,2592,96,1
2025-06-23,meta_ads,video_awareness,179.54,3198,123,3
2025-06-23,meta_ads,lead_gen_form,214.43,2898,126,3
2025-06-23,linkedin,decision_makers,126.24,448,16,0
2025-06-23,linkedin,saas_founders,79.78,465,15,0
2025-06-23,linkedin,enterprise_it,123.34,891,33,0
2025-06-23,organic,organic_traffic,0.0,867,762,26
2025-06-23,email,welcome_drip,8.61,2080,65,2
2025-06-23,email,reactivation,8.49,693,33,2
2025-06-24,google_ads,brand_search,195.27,8854,233,9
2025-06-24,google_ads,competitor_kw,90.0,768,48,1
2025-06-24,google_ads,retargeting_display,258.21,6320,158,3
2025-06-24,google_ads,shopping_feed,196.75,3914,206,5
2025-06-24,meta_ads,lookalike_broad,105.88,6179,167,5
2025-06-24,meta_ads,retargeting_web,94.16,4720,118,3
2025-06-24,meta_ads,lead_gen_form,189.61,3937,127,1
2025-06-24,linkedin,decision_makers,113.91,961,31,0
2025-06-24,linkedin,saas_founders,124.64,629,17,0
2025-06-24,organic,organic_traffic,0.0,1531,463,10
2025-06-24,email,welcome_drip,7.18,616,28,1
2025-06-24,email,reactivation,10.79,819,39,2
2025-06-24,email,weekly_newsletter,20.43,3333,101,7
2025-06-25,google_ads,brand_search,215.74,2346,102,3
2025-06-25,google_ads,competitor_kw,265.21,4740,237,11
2025-06-25,google_ads,retargeting_display,189.49,2376,132,2
2025-06-25,google_ads,shopping_feed,116.36,1482,78,3
2025-06-25,meta_ads,lookalike_broad,132.45,5187,247,3
2025-06-25,meta_ads,video_awareness,197.05,6460,323,6
2025-06-25,meta_ads,lead_gen_form,148.9,3237,83,2
2025-06-25,linkedin,decision_makers,117.67,600,20,0
2025-06-25,linkedin,saas_founders,79.35,418,11,0
2025-06-25,linkedin,enterprise_it,50.61,352,11,0
2025-06-25,organic,organic_traffic,0.0,2593,681,29
2025-06-25,email,welcome_drip,12.87,989,43,2
2025-06-25,email,reactivation,12.63,832,52,2
2025-06-25,email,weekly_newsletter,15.92,1694,77,4
2025-06-25,email,product_update,14.82,1220,61,4
2025-06-26,google_ads,brand_search,191.94,2460,82,2
2025-06-26,google_ads,competitor_kw,268.17,9477,243,5
2025-06-26,google_ads,retargeting_display,125.61,1460,73,2
2025-06-26,google_ads,shopping_feed,263.39,4407,113,4
2025-06-26,meta_ads,lookalike_broad,81.47,1736,62,2
2025-06-26,meta_ads,retargeting_web,148.12,4773,129,1
2025-06-26,meta_ads,video_awareness,125.21,6834,201,5
2025-06-26,meta_ads,lead_gen_form,133.01,2320,80,1
2025-06-26,linkedin,decision_makers,82.53,336,14,0
2025-06-26,linkedin,saas_founders,127.92,616,28,0
2025-06-26,linkedin,enterprise_it,53.4,480,12,0
2025-06-26,organic,organic_traffic,0.0,540,434,10
2025-06-26,email,reactivation,6.14,1888,59,3
2025-06-26,email,weekly_newsletter,8.63,1152,36,1
2025-06-26,email,product_update,19.78,1695,113,7
2025-06-27,google_ads,brand_search,163.42,2064,86,1
2025-06-27,google_ads,competitor_kw,212.35,8365,239,5
2025-06-27,meta_ads,lookalike_broad,202.84,7684,226,4
2025-06-27,meta_ads,retargeting_web,127.73,3200,128,3
2025-06-27,meta_ads,video_awareness,93.45,3600,100,3
2025-06-27,meta_ads,lead_gen_form,110.44,2266,103,1
2025-06-27,linkedin,saas_founders,105.73,480,24,0
2025-06-27,linkedin,enterprise_it,99.73,374,17,0
2025-06-27,organic,organic_traffic,0.0,1830,275,10
2025-06-27,email,welcome_drip,17.26,2704,104,7
2025-06-27,email,reactivation,9.76,1176,56,3
2025-06-27,email,weekly_newsletter,13.11,1281,61,1
2025-06-27,email,product_update,14.24,3535,101,7
2025-06-28,google_ads,brand_search,73.05,1248,52,2
2025-06-28,google_ads,competitor_kw,68.5,868,28,0
2025-06-28,google_ads,retargeting_display,49.26,810,30,1
2025-06-28,google_ads,shopping_feed,79.16,1683,51,1
2025-06-28,meta_ads,lookalike_broad,40.44,493,29,0
2025-06-28,meta_ads,retargeting_web,43.46,1102,29,0
2025-06-28,meta_ads,video_awareness,56.6,2805,85,1
2025-06-28,meta_ads,lead_gen_form,81.67,2639,91,2
2025-06-28,linkedin,decision_makers,29.17,100,5,0
2025-06-28,linkedin,saas_founders,35.3,300,10,0
2025-06-28,organic,organic_traffic,0.0,592,732,26
2025-06-28,email,welcome_drip,3.3,640,20,0
2025-06-28,email,reactivation,5.53,858,22,1
2025-06-28,email,weekly_newsletter,2.73,360,12,0
2025-06-28,email,product_update,7.65,1750,70,3
2025-06-29,google_ads,brand_search,102.95,1869,89,3
2025-06-29,google_ads,competitor_kw,53.3,840,30,0
2025-06-29,google_ads,shopping_feed,64.06,990,45,1
2025-06-29,meta_ads,lookalike_broad,56.35,795,53,0
2025-06-29,meta_ads,retargeting_web,76.73,1450,58,0
2025-06-29,meta_ads,video_awareness,42.76,651,31,0
2025-06-29,meta_ads,lead_gen_form,32.71,1080,27,0
2025-06-29,linkedin,decision_makers,47.89,120,6,0
2025-06-29,linkedin,saas_founders,51.42,203,7,0
2025-06-29,organic,organic_traffic,0.0,2240,666,22
2025-06-29,email,welcome_drip,7.62,987,47,2
2025-06-29,email,reactivation,5.58,420,28,1
2025-06-29,email,weekly_newsletter,7.65,1140,60,4
2025-06-30,google_ads,brand_search,249.26,2990,130,2
2025-06-30,google_ads,competitor_kw,138.88,1950,65,2
2025-06-30,google_ads,shopping_feed,266.05,7028,251,6
2025-06-30,meta_ads,lookalike_broad,110.6,4828,142,2
2025-06-30,meta_ads,retargeting_web,139.13,3088,193,3
2025-06-30,meta_ads,video_awareness,76.79,3550,142,1
2025-06-30,meta_ads,lead_gen_form,70.0,940,47,0
2025-06-30,linkedin,decision_makers,78.31,666,18,0
2025-06-30,linkedin,enterprise_it,85.71,572,26,0
2025-06-30,organic,organic_traffic,0.0,1252,469,9
2025-06-30,email,reactivation,9.95,630,42,2
2025-06-30,email,weekly_newsletter,8.51,870,29,1
2025-06-30,email,product_update,11.19,1197,63,4
2025-07-01,google_ads,brand_search,265.18,5696,178,8
2025-07-01,google_ads,competitor_kw,187.41,4784,208,4
2025-07-01,google_ads,retargeting_display,275.57,3321,123,4
2025-07-01,google_ads,shopping_feed,275.14,2852,124,4
2025-07-01,meta_ads,lookalike_broad,218.58,3040,152,4
2025-07-01,meta_ads,retargeting_web,118.76,9000,225,7
2025-07-01,linkedin,decision_makers,134.33,731,43,0
2025-07-01,linkedin,enterprise_it,96.94,378,14,0
2025-07-01,organic,organic_traffic,0.0,836,660,18
2025-07-01,email,welcome_drip,21.08,1936,88,3
2025-07-01,email,reactivation,7.15,817,43,3
2025-07-01,email,weekly_newsletter,11.7,2750,110,4
2025-07-01,email,product_update,17.63,1155,77,2
2025-07-02,google_ads,brand_search,264.89,2375,125,2
2025-07-02,google_ads,competitor_kw,261.88,2756,106,5
2025-07-02,google_ads,shopping_feed,270.56,3425,137,4
2025-07-02,meta_ads,video_awareness,75.88,915,61,2
2025-07-02,meta_ads,lead_gen_form,222.46,15281,413,10
2025-07-02,linkedin,decision_makers,126.64,320,16,0
2025-07-02,linkedin,saas_founders,54.39,168,8,0
2025-07-02,linkedin,enterprise_it,134.33,1102,38,0
2025-07-02,organic,organic_traffic,0.0,2105,528,27
2025-07-02,email,welcome_drip,21.61,2175,75,4
2025-07-02,email,reactivation,6.95,1876,67,3
2025-07-02,email,weekly_newsletter,20.12,4142,109,4
2025-07-02,email,product_update,18.22,4752,176,12
2025-07-03,google_ads,brand_search,108.84,2232,62,2
2025-07-03,google_ads,competitor_kw,256.09,4104,152,4
2025-07-03,google_ads,retargeting_display,278.66,4180,209,5
2025-07-03,google_ads,shopping_feed,270.68,4144,259,12
2025-07-03,meta_ads,retargeting_web,164.87,5730,191,3
2025-07-03,meta_ads,lead_gen_form,154.19,2678,103,2
2025-07-03,linkedin,decision_makers,120.55,432,24,0
2025-07-03,linkedin,saas_founders,59.72,312,8,0
2025-07-03,linkedin,enterprise_it,106.65,1008,28,0
2025-07-03,organic,organic_traffic,0.0,2470,602,29
2025-07-03,email,reactivation,12.64,1536,48,3
2025-07-03,email,weekly_newsletter,9.92,1863,69,3
2025-07-04,google_ads,brand_search,204.31,5904,164,6
2025-07-04,google_ads,competitor_kw,276.68,3220,115,5
2025-07-04,google_ads,retargeting_display,131.03,1428,68,2
2025-07-04,google_ads,shopping_feed,144.54,7040,176,3
2025-07-04,meta_ads,retargeting_web,180.05,2794,127,4
2025-07-04,meta_ads,video_awareness,118.29,3090,103,3
2025-07-04,linkedin,decision_makers,113.34,375,15,0
2025-07-04,linkedin,saas_founders,58.67,176,8,0
2025-07-04,linkedin,enterprise_it,69.9,609,21,0
2025-07-04,organic,organic_traffic,0.0,1579,767,20
2025-07-04,email,welcome_drip,6.63,1248,32,2
2025-07-04,email,reactivation,6.44,1116,36,2
2025-07-04,email,weekly_newsletter,7.89,1037,61,2
2025-07-04,email,product_update,11.62,1710,57,1
2025-07-05,google_ads,brand_search,105.79,2208,96,1
2025-07-05,google_ads,competitor_kw,46.87,780,20,0
2025-07-05,google_ads,retargeting_display,91.95,2442,66,3
2025-07-05,google_ads,shopping_feed,72.16,1225,35,0
2025-07-05,meta_ads,lookalike_broad,57.62,2560,80,1
2025-07-05,meta_ads,retargeting_web,37.9,735,49,1
2025-07-05,meta_ads,video_awareness,89.4,1170,78,1
2025-07-05,meta_ads,lead_gen_form,31.92,456,19,0
2025-07-05,linkedin,decision_makers,48.48,154,7,0
2025-07-05,linkedin,saas_founders,20.1,74,2,0
2025-07-05,linkedin,enterprise_it,48.78,264,11,0
2025-07-05,organic,organic_traffic,0.0,2263,529,19
2025-07-05,email,welcome_drip,5.96,1444,38,1
2025-07-05,email,reactivation,5.57,1312,41,3
2025-07-05,email,weekly_newsletter,8.32,896,56,3
2025-07-05,email,product_update,3.4,650,25,1
2025-07-06,google_ads,competitor_kw,53.07,704,22,0
2025-07-06,google_ads,retargeting_display,54.55,345,23,0
2025-07-06,meta_ads,lookalike_broad,74.09,1632,48,0
2025-07-06,meta_ads,retargeting_web,31.6,2067,53,1
2025-07-06,meta_ads,video_awareness,33.01,1107,41,0
2025-07-06,meta_ads,lead_gen_form,66.37,1728,96,3
2025-07-06,linkedin,decision_makers,27.55,148,4,0
2025-07-06,linkedin,saas_founders,40.85,165,5,0
2025-07-06,linkedin,enterprise_it,23.42,125,5,0
2025-07-06,organic,organic_traffic,0.0,530,409,29
2025-07-06,email,welcome_drip,7.81,1914,58,4
2025-07-06,email,reactivation,4.19,720,18,1
2025-07-06,email,weekly_newsletter,7.57,999,37,1
2025-07-06,email,product_update,4.75,910,35,2
2025-07-07,google_ads,brand_search,210.62,3840,192,7
2025-07-07,google_ads,competitor_kw,141.68,2442,66,2
2025-07-07,google_ads,retargeting_display,154.85,2055,137,5
2025-07-07,google_ads,shopping_feed,136.36,2794,127,3
2025-07-07,meta_ads,lookalike_broad,143.38,1344,84,1
2025-07-07,meta_ads,retargeting_web,122.71,4508,161,5
2025-07-07,meta_ads,video_awareness,131.55,2869,151,4
2025-07-07,meta_ads,lead_gen_form,184.62,7137,183,6
2025-07-07,linkedin,decision_makers,69.66,406,14,0
2025-07-07,linkedin,saas_founders,48.49,429,11,0
2025-07-07,linkedin,enterprise_it,67.7,234,9,0
2025-07-07,organic,organic_traffic,0.0,2825,142,13
2025-07-07,email,welcome_drip,10.07,1860,60,4
2025-07-07,email,reactivation,18.71,2190,73,3
2025-07-07,email,weekly_newsletter,13.25,1863,69,4
2025-07-07,email,product_update,19.86,4360,109,4
2025-07-08,google_ads,brand_search,188.51,2574,78,3
2025-07-08,google_ads,competitor_kw,213.32,2832,177,4
2025-07-08,google_ads,retargeting_display,129.83,2772,154,5
2025-07-08,google_ads,shopping_feed,180.11,5425,217,5
2025-07-08,meta_ads,retargeting_web,132.23,2820,94,1
2025-07-08,meta_ads,video_awareness,199.51,9760,305,9
2025-07-08,meta_ads,lead_gen_form,131.04,4608,128,1
2025-07-08,linkedin,decision_makers,99.97,494,26,0
2025-07-08,linkedin,saas_founders,126.73,660,20,0
2025-07-08,linkedin,enterprise_it,52.6,90,6,0
2025-07-08,organic,organic_traffic,0.0,2341,127,17
2025-07-08,email,welcome_drip,8.79,690,30,1
2025-07-08,email,reactivation,17.25,4230,141,6
2025-07-08,email,weekly_newsletter,16.44,3996,148,11
2025-07-08,email,product_update,5.62,1700,50,2
2025-07-09,google_ads,retargeting_display,95.59,1680,60,2
2025-07-09,google_ads,shopping_feed,151.72,4752,144,3
2025-07-09,meta_ads,lookalike_broad,214.13,5778,214,2
2025-07-09,meta_ads,video_awareness,166.86,2541,121,3
2025-07-09,meta_ads,lead_gen_form,173.9,12168,338,5
2025-07-09,linkedin,decision_makers,58.8,290,10,0
2025-07-09,linkedin,saas_founders,127.08,288,18,0
2025-07-09,linkedin,enterprise_it,115.56,999,27,0
2025-07-09,organic,organic_traffic,0.0,1942,683,19
2025-07-09,email,welcome_drip,12.32,1782,66,5
2025-07-09,email,reactivation,15.12,1007,53,2
2025-07-09,email,weekly_newsletter,12.05,1568,56,4
2025-07-09,email,product_update,20.97,5694,146,8
2025-07-10,google_ads,brand_search,183.93,6944,224,10
2025-07-10,google_ads,retargeting_display,190.11,1824,76,2
2025-07-10,google_ads,shopping_feed,249.55,4536,189,7
2025-07-10,meta_ads,lookalike_broad,144.93,7525,215,6
2025-07-10,meta_ads,retargeting_web,113.75,3586,163,6
2025-07-10,meta_ads,video_awareness,215.11,4000,125,4
2025-07-10,meta_ads,lead_gen_form,205.08,2142,119,2
2025-07-10,linkedin,decision_makers,131.14,414,18,0
2025-07-10,linkedin,saas_founders,81.06,338,13,0
2025-07-10,linkedin,enterprise_it,119.47,420,20,0
2025-07-10,organic,organic_traffic,0.0,1703,417,13
2025-07-10,email,welcome_drip,13.89,1950,50,3
2025-07-10,email,reactivation,15.82,2574,66,5
2025-07-10,email,weekly_newsletter,12.04,1456,56,1
2025-07-10,email,product_update,10.16,828,46,2
2025-07-11,google_ads,retargeting_display,247.42,8398,247,11
2025-07-11,google_ads,shopping_feed,219.26,2912,91,3
2025-07-11,meta_ads,lookalike_broad,150.96,2568,107,3
2025-07-11,meta_ads,retargeting_web,87.92,3038,98,3
2025-07-11,meta_ads,video_awareness,154.76,2958,87,3
2025-07-11,meta_ads,lead_gen_form,79.57,1817,79,2
2025-07-11,linkedin,decision_makers,103.6,240,16,0
2025-07-11,linkedin,saas_founders,71.35,468,12,0
2025-07-11,organic,organic_traffic,0.0,2099,175,24
2025-07-11,email,welcome_drip,18.92,2288,104,3
2025-07-11,email,reactivation,14.58,765,51,2
2025-07-11,email,weekly_newsletter,12.89,782,46,2
2025-07-11,email,product_update,7.59,1846,71,4
2025-07-12,google_ads,brand_search,70.88,1593,59,1
2025-07-12,google_ads,competitor_kw,71.14,684,36,0
2025-07-12,google_ads,retargeting_display,106.34,1960,56,1
2025-07-12,google_ads,shopping_feed,66.16,825,33,1
2025-07-12,meta_ads,retargeting_web,60.86,1215,45,0
2025-07-12,meta_ads,video_awareness,50.37,1080,36,0
2025-07-12,meta_ads,lead_gen_form,38.12,1134,42,1
2025-07-12,linkedin,decision_makers,34.68,140,4,0
2025-07-12,linkedin,saas_founders,38.73,333,9,0
2025-07-12,linkedin,enterprise_it,19.68,114,3,0
2025-07-12,organic,organic_traffic,0.0,910,677,10
2025-07-12,email,welcome_drip,3.51,680,17,0
2025-07-12,email,reactivation,3.85,351,13,0
2025-07-12,email,weekly_newsletter,7.08,940,47,1
2025-07-12,email,product_update,4.11,1188,36,2
2025-07-13,google_ads,brand_search,60.29,1652,59,2
2025-07-13,google_ads,competitor_kw,38.08,1085,31,1
2025-07-13,google_ads,retargeting_display,51.36,630,21,0
2025-07-13,meta_ads,lookalike_broad,65.41,1715,49,1
2025-07-13,meta_ads,retargeting_web,67.52,3102,94,3
2025-07-13,meta_ads,video_awareness,52.27,1280,32,0
2025-07-13,meta_ads,lead_gen_form,67.38,2014,53,1
2025-07-13,linkedin,decision_makers,36.06,120,5,0
2025-07-13,linkedin,saas_founders,22.64,222,6,0
2025-07-13,organic,organic_traffic,0.0,927,437,24
2025-07-13,email,welcome_drip,6.94,460,23,1
2025-07-13,email,reactivation,8.48,1260,42,1
2025-07-13,email,weekly_newsletter,5.49,1488,48,1
2025-07-13,email,product_update,7.26,705,47,2
2025-07-14,google_ads,brand_search,237.17,2016,96,3
2025-07-14,google_ads,competitor_kw,169.03,3500,125,6
2025-07-14,google_ads,retargeting_display,152.01,915,61,1
2025-07-14,google_ads,shopping_feed,190.69,2898,126,5
2025-07-14,meta_ads,lookalike_broad,89.74,2067,53,1
2025-07-14,meta_ads,lead_gen_form,205.48,4224,264,5
2025-07-14,linkedin,decision_makers,122.99,1400,40,0
2025-07-14,linkedin,saas_founders,56.89,544,16,0
2025-07-14,linkedin,enterprise_it,106.74,630,18,0
2025-07-14,organic,organic_traffic,0.0,2894,743,29
2025-07-14,email,welcome_drip,17.65,2600,65,3
2025-07-14,email,reactivation,5.9,1862,49,2
2025-07-14,email,weekly_newsletter,6.72,1064,28,1
2025-07-14,email,product_update,17.3,4585,131,4
2025-07-15,google_ads,brand_search,227.18,2574,143,6
2025-07-15,google_ads,competitor_kw,202.0,5499,141,3
2025-07-15,google_ads,retargeting_display,246.36,3124,142,3
2025-07-15,google_ads,shopping_feed,185.29,6240,156,6
2025-07-15,meta_ads,lookalike_broad,137.45,1309,77,1
2025-07-15,meta_ads,retargeting_web,195.55,2074,122,1
2025-07-15,meta_ads,video_awareness,222.05,4371,141,2
2025-07-15,linkedin,decision_makers,80.56,300,12,0
2025-07-15,linkedin,saas_founders,102.46,210,14,0
2025-07-15,linkedin,enterprise_it,55.41,378,14,0
2025-07-15,organic,organic_traffic,0.0,2594,778,18
2025-07-15,email,welcome_drip,17.59,2418,78,3
2025-07-15,email,reactivation,18.03,1170,65,4
2025-07-15,email,weekly_newsletter,7.17,1127,49,2
2025-07-15,email,product_update,10.78,1691,89,6
2025-07-16,google_ads,brand_search,191.61,2871,87,3
2025-07-16,google_ads,retargeting_display,133.8,3135,95,4
2025-07-16,google_ads,shopping_feed,227.76,5772,148,5
2025-07-16,meta_ads,lookalike_broad,177.97,4160,130,2
2025-07-16,meta_ads,video_awareness,170.98,8930,235,6
2025-07-16,meta_ads,lead_gen_form,128.2,2241,83,1
2025-07-16,linkedin,decision_makers,88.44,425,17,0
2025-07-16,linkedin,enterprise_it,70.49,243,9,0
2025-07-16,organic,organic_traffic,0.0,1333,598,30
2025-07-16,email,welcome_drip,17.68,1239,59,4
2025-07-16,email,reactivation,16.45,1652,59,2
2025-07-16,email,weekly_newsletter,10.87,592,37,2
2025-07-16,email,product_update,20.71,4004,143,7
2025-07-17,google_ads,brand_search,103.34,3978,102,4
2025-07-17,google_ads,competitor_kw,257.47,5460,260,5
2025-07-17,google_ads,retargeting_display,259.75,3151,137,6
2025-07-17,google_ads,shopping_feed,240.55,2436,116,5
2025-07-17,meta_ads,lookalike_broad,129.81,2288,104,3
2025-07-17,meta_ads,retargeting_web,142.81,6820,220,6
2025-07-17,meta_ads,video_awareness,69.39,2405,65,1
2025-07-17,meta_ads,lead_gen_form,105.34,1952,61,1
2025-07-17,linkedin,decision_makers,48.86,290,10,0
2025-07-17,linkedin,enterprise_it,127.63,513,19,0
2025-07-17,organic,organic_traffic,0.0,2268,443,25
2025-07-17,email,welcome_drip,20.98,2508,132,6
2025-07-17,email,reactivation,22.12,1691,89,2
2025-07-17,email,weekly_newsletter,8.56,1102,29,1
2025-07-17,email,product_update,9.43,1280,32,1
2025-07-18,google_ads,brand_search,218.93,5880,147,2
2025-07-18,google_ads,competitor_kw,231.53,3300,150,4
2025-07-18,google_ads,retargeting_display,247.7,3125,125,4
2025-07-18,google_ads,shopping_feed,160.0,1742,67,1
2025-07-18,meta_ads,lookalike_broad,222.81,8052,244,7
2025-07-18,meta_ads,retargeting_web,206.47,4026,122,1
2025-07-18,meta_ads,video_awareness,213.65,6456,269,5
2025-07-18,meta_ads,lead_gen_form,83.08,2535,65,1
2025-07-18,linkedin,decision_makers,80.07,690,23,0
2025-07-18,linkedin,saas_founders,53.35,288,9,0
2025-07-18,organic,organic_traffic,0.0,1001,392,17
2025-07-18,email,welcome_drip,12.27,1960,56,3
2025-07-18,email,reactivation,18.17,2373,113,7
2025-07-18,email,weekly_newsletter,12.04,2268,63,2
2025-07-18,email,product_update,8.45,726,33,2
2025-07-19,google_ads,competitor_kw,56.57,800,25,1
2025-07-19,google_ads,retargeting_display,42.59,391,23,0
2025-07-19,google_ads,shopping_feed,85.93,1152,36,1
2025-07-19,meta_ads,lookalike_broad,73.79,1743,83,3
2025-07-19,meta_ads,retargeting_web,30.64,891,27,1
2025-07-19,meta_ads,video_awareness,70.9,2496,104,3
2025-07-19,meta_ads,lead_gen_form,37.01,1218,42,0
2025-07-19,linkedin,decision_makers,52.68,374,11,0
2025-07-19,linkedin,saas_founders,41.49,180,10,0
2025-07-19,linkedin,enterprise_it,39.31,182,7,0
2025-07-19,organic,organic_traffic,0.0,1777,176,5
2025-07-19,email,reactivation,5.38,676,26,2
2025-07-19,email,weekly_newsletter,8.9,810,30,2
2025-07-19,email,product_update,3.29,414,18,0
2025-07-20,google_ads,brand_search,111.92,900,45,1
2025-07-20,google_ads,shopping_feed,110.51,2784,87,2
2025-07-20,meta_ads,retargeting_web,37.0,900,30,0
2025-07-20,meta_ads,video_awareness,26.96,960,24,0
2025-07-20,meta_ads,lead_gen_form,46.6,1273,67,0
2025-07-20,linkedin,decision_makers,35.46,256,8,0
2025-07-20,linkedin,saas_founders,26.61,54,3,0
2025-07-20,linkedin,enterprise_it,37.65,108,4,0
2025-07-20,organic,organic_traffic,0.0,602,789,12
2025-07-20,email,welcome_drip,3.73,528,24,1
2025-07-20,email,reactivation,4.74,360,18,1
2025-07-20,email,weekly_newsletter,3.27,448,28,1
2025-07-20,email,product_update,3.21,360,15,0
2025-07-21,google_ads,competitor_kw,180.78,2400,80,3
2025-07-21,google_ads,retargeting_display,218.18,5423,187,7
2025-07-21,google_ads,shopping_feed,165.44,3870,129,4
2025-07-21,meta_ads,lookalike_broad,186.82,2970,135,2
2025-07-21,meta_ads,retargeting_web,111.03,2550,150,1
2025-07-21,linkedin,decision_makers,113.71,986,29,0
2025-07-21,linkedin,saas_founders,131.82,1040,40,0
2025-07-21,organic,organic_traffic,0.0,2861,345,25
2025-07-21,email,welcome_drip,7.02,1015,29,2
2025-07-21,email,reactivation,14.24,1914,58,1
2025-07-21,email,weekly_newsletter,18.08,3720,93,4
2025-07-21,email,product_update,7.59,612,34,1
2025-07-22,google_ads,brand_search,171.09,1460,73,2
2025-07-22,google_ads,retargeting_display,241.38,3567,123,2
2025-07-22,google_ads,shopping_feed,115.4,1984,64,2
2025-07-22,meta_ads,lookalike_broad,199.82,4524,116,3
2025-07-22,meta_ads,video_awareness,99.69,1634,86,2
2025-07-22,meta_ads,lead_gen_form,192.87,2052,108,1
2025-07-22,linkedin,decision_makers,83.15,286,11,0
2025-07-22,linkedin,saas_founders,67.1,240,8,0
2025-07-22,linkedin,enterprise_it,96.57,285,19,0
2025-07-22,organic,organic_traffic,0.0,2069,646,15
2025-07-22,email,welcome_drip,18.47,2970,135,7
2025-07-22,email,reactivation,7.8,660,44,2
2025-07-22,email,weekly_newsletter,17.86,2117,73,4
2025-07-22,email,product_update,15.86,1121,59,4
2025-07-23,google_ads,brand_search,266.0,3024,112,2
2025-07-23,google_ads,competitor_kw,243.45,3760,235,10
2025-07-23,google_ads,retargeting_display,163.42,4686,142,4
2025-07-23,google_ads,shopping_feed,204.84,6018,177,8
2025-07-23,meta_ads,retargeting_web,111.09,2737,161,6
2025-07-23,meta_ads,video_awareness,79.34,3071,83,2
2025-07-23,meta_ads,lead_gen_form,185.95,8320,320,11
2025-07-23,linkedin,decision_makers,54.03,231,11,0
2025-07-23,linkedin,saas_founders,88.44,209,11,0
2025-07-23,linkedin,enterprise_it,63.1,440,11,0
2025-07-23,organic,organic_traffic,0.0,2078,549,16
2025-07-23,email,welcome_drip,12.55,3776,118,6
2025-07-23,email,reactivation,11.81,1989,51,2
2025-07-23,email,product_update,6.72,1080,36,2
2025-07-24,google_ads,competitor_kw,154.52,1702,74,2
2025-07-24,google_ads,retargeting_display,113.55,690,46,1
2025-07-24,google_ads,shopping_feed,211.25,3572,94,4
2025-07-24,meta_ads,video_awareness,211.7,3724,196,3
2025-07-24,meta_ads,lead_gen_form,218.4,6084,156,5
2025-07-24,linkedin,saas_founders,77.48,176,11,0
2025-07-24,linkedin,enterprise_it,99.9,792,22,0
2025-07-24,organic,organic_traffic,0.0,1320,286,9
2025-07-24,email,welcome_drip,16.08,1804,82,5
2025-07-24,email,reactivation,17.4,1995,133,7
2025-07-24,email,weekly_newsletter,15.64,2945,95,3
2025-07-24,email,product_update,19.35,2345,67,4
2025-07-25,google_ads,competitor_kw,269.04,4860,180,6
2025-07-25,google_ads,retargeting_display,184.43,2511,93,3
2025-07-25,meta_ads,video_awareness,196.39,9766,257,4
2025-07-25,meta_ads,lead_gen_form,178.96,1696,106,2
2025-07-25,linkedin,decision_makers,72.55,275,11,0
2025-07-25,linkedin,saas_founders,100.5,272,16,0
2025-07-25,organic,organic_traffic,0.0,837,243,9
2025-07-25,email,welcome_drip,20.14,2613,67,4
2025-07-25,email,weekly_newsletter,14.81,1512,54,2
2025-07-25,email,product_update,10.78,1534,59,4
2025-07-26,google_ads,brand_search,88.4,1036,37,1
2025-07-26,google_ads,competitor_kw,42.53,1092,39,1
2025-07-26,google_ads,retargeting_display,88.22,1190,35,1
2025-07-26,google_ads,shopping_feed,80.3,1475,59,2
2025-07-26,meta_ads,lookalike_broad,50.05,1512,84,1
2025-07-26,meta_ads,retargeting_web,62.73,646,38,0
2025-07-26,meta_ads,video_awareness,30.4,805,23,0
